ID,Store Number,Store Name,Address,City,State,Zip Code,Route Number,Driver,Region,Territory,Sub-Territory,Latitude,Longitude,Last Sale,Last Visited,Dormant
CASH0359,CASH0359,Shop Express Food Stores,2335 Orleans St,Baltimore,MD,21224,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.295474,-76.5839203,,2026-01-19,No
CASH0360,CASH0360,Shop Express Market,1000 Dundalk Ave,Dundalk,MD,,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.2873064,-76.5091236,,,Yes
CASH0361,CASH0361,Sicilis,1702 Yakima Rd,Parkville,MD,21234,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.3841,-76.5394,,,Yes
CASH0362,CASH0362,Sicily's,1702 Yakona Rd,Parkville,MD,21234,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.3960947,-76.5624811,,,Yes
CASH0363,CASH0363,Smile Deli,2219 Barford Rd,Baltimore,MD,21218,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3228,-76.6044,,,Yes
CASH0364,CASH0364,Smoke Vape And Easy Mart,6929 Holabird Ave,Dundalk,MD,,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.2724985,-76.5233284,,,Yes
CASH0365,CASH0365,Soda Pop,7715 West Field Rd,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2694,-76.6572,,,Yes
CASH0368,CASH0368,St Helena Mini Mart,275 St Helena Ave,Dundalk,MD,21222,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.2598322,-76.5297382,,,Yes
CASH0371,CASH0371,Star K,122 Slade Ave Ste 200,Baltimore,MD,21208,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3759,-76.7305,,,Yes
CASH0373,CASH0373,Sun Deli And Grocery,1722 Presstman St,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3055851,-76.6454002,2026-03-05,,No
CASH0375,CASH0375,Sunoco Moravia,6000 Moravia Rd,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3156912,-76.5441989,,2026-01-06,No
CASH0378,CASH0378,Super Variedades Portillo,203 S Broadway,Baltimore,MD,21231,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2890976,-76.5932875,,,Yes
CASH0380,CASH0380,Sweet Mart,841Belgian Ave,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3144,-76.6583,,2026-01-14,No
CASH0381,CASH0381,T A Mart,2021 Dundalk Ave,Dundalk,MD,21222,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.2659,-76.5298,,,Yes
CASH0382,CASH0382,T& M Restaurant And Carry,1737 Pennsylvania Ave,Baltimore,MD,21217,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3043634,-76.6352956,,,Yes
CASH0385,CASH0385,The Candy Store - Baltimo,7002 Reisterstown Rd,Baltimore,MD,21215,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3621647,-76.7104273,,,Yes
CASH0387,CASH0387,Tienda San Jose,4917 Edmonston Rd,Hyattsville,MD,20781,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,38.951,-76.94,,,Yes
CASH0388,CASH0388,Tiger Mart Clifton Park,701 University Blvd E,Silver Spring,MD,20903,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,38.9994916,-76.9951308,,,Yes
CASH0389,CASH0389,Tinity Deli,200 Michigan Ave NE,Washington,DC,,200,Route 200 Driver,Washington DC,Washington DC,Washington DC,38.9296005,-77.0040949,,,Yes
CASH0390,CASH0390,Tobacco King,9213 Baltimore Ave,College Park,MD,20740,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.0062195,-76.9295049,,,Yes
CASH0394,CASH0394,Tr Convenience Store,Park Heights Ave,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3483138,-76.6746283,,,Yes
CASH0396,CASH0396,Tropimart,607 Kennedy St NW,Washington,DC,20011,200,Route 200 Driver,Washington DC,Washington DC,Washington DC,38.956,-77.02,,,Yes
CASH0398,CASH0398,US Fuel 33rd St,500 E 33rd,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3284126,-76.6114478,,2026-01-05,No
CASH0399,CASH0399,US Fuel Orleans St,3827 Orleans St,Baltimore,MD,21224,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2956833,-76.580676,,2026-01-19,No
CASH0401,CASH0401,Wabash CMF,3300 W Cold Spring,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3366861,-76.6747268,2026-02-28,,No
CASH0402,CASH0402,Waffie,839 W 36th St,Baltimore,MD,21211,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3310352,-76.6304615,,,Yes
CASH0404,CASH0404,West Pratt Grocery,2035 W Pratt St,Baltimore,MD,21223,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.284837,-76.6496345,,2026-01-13,No
CASH0405,CASH0405,West Saratoga Grocery Sto,203 W Saratoga St,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.292806,-76.6183016,,,Yes
CASH0408,CASH0408,Wishful,1601 N Smallwood St,Baltimore,MD,21216,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3065554,-76.6522757,,,Yes
CASH0409,CASH0409,Xpress Fuel,2417 W Franklin St,Baltimore,MD,21223,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2931071,-76.6603446,,2026-01-14,No
CASH0410,CASH0410,Xpress Mart,200 Reistertown Rd,Baltimore,MD,21208,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3766,-76.7326,,,Yes
CASH0414,CASH0414,Yi Mart,1240 East Eager St,Baltimore,MD,21202,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3018218,-76.6004702,,2026-01-15,No
CASH0415,CASH0415,York Road Mobile,6411 York Rd,Baltimore,MD,21212,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3740301,-76.6091867,,,Yes
CASH0416,CASH0416,Z & K Food Mart,1607 W North Ave,Baltimore,MD,21217,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.309866,-76.6427536,,,Yes
CASH0418,CASH0418,Zak Mini Mart,1629 W North Ave,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.309841,-76.6432967,,,Yes
CASH0420,CASH0420,Broadway Convenience Mart,512 S Broadway,Baltimore,MD,21231,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2850908,-76.5937447,,,Yes
CASH0425,CASH0425,Super Soda,302 S Maple Ave,Chestertown,MD,21620,200,Route 200 Driver,Eastern Shore Maryland,Chestertown,Upper Shore,39.2107988,-76.0651394,,2024-09-24,Yes
CASH0428,CASH0428,One Stop Convenience Stemmers Run,321 Stemmers Run Rd,Essex,MD,21221,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.3242753,-76.4592884,,,Yes
CASH0439,CASH0439,Liberty Gas and Mart,100 South Main St,Bridgeville,DE,19922,200,Route 200 Driver,Eastern Shore Delaware,Bridgeville,Central Delaware,38.7437672,-75.5993549,,,Yes
CASH0443,CASH0443,Pep-Up Express,2910 Ocean Gateway,Cambridge,MD,21613,200,Route 200 Driver,Eastern Shore Maryland,Cambridge,Mid Shore,38.5586593,-76.0611847,,,Yes
CASH0445,CASH0445,Sozach Convenience Inc,202 Park Rd,Rockville,MD,20850,200,Route 200 Driver,Montgomery County,Montgomery County,Montgomery County,39.085961,-77.145526,,,Yes
CASH0449,CASH0449,Geresbecks,8489 Fort Smallwood Rd,Pasadena,MD,21122,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.1588238,-76.5162013,,,Yes
CASH0453,CASH0453,7/11 Henderson,21040 Henderson Corner Rd,Germantown,MD,20876,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.2047035,-77.2438341,,,Yes
CASH0454,CASH0454,Candy Quickstop Beer and Wine,21101 Frederick Rd,Germantown,MD,20876,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.203398,-77.2449156,,,Yes
CASH0501,CASH0501,R&R Convenience Deli,812 Guilford Rd,Baltimore,MD,21207,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3108,-76.6836,,,Yes
CASH0502,CASH0502,Milton Mini Mart,242 N. Milton Ave,Baltimore,MD,21224,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2955037,-76.5823485,,,Yes
CASH0508,CASH0508,City Mart and Tobacco,2847 Huntingdon Ave,Baltimore,MD,21211,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3216051,-76.6230829,,,Yes
CASH0509,CASH0509,Delmart,3038 Clifton Park Terrace,Baltimore,MD,21213,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3210684,-76.5745252,,2026-01-19,No
CASH0510,CASH0510,8082 Market,27 South Fulton Ave,Baltimore,MD,21223,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2875502,-76.6449718,,,Yes
CASH0511,CASH0511,Wilmart (Smallwood),300 S. Smallwood St.,Baltimore,MD,21223,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2839546,-76.6514713,,2026-01-14,No
CASH0512,CASH0512,Albright Convenience,2442 East Preston St.,Baltimore,MD,21213,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3059891,-76.5829952,,2026-01-15,No
CASH0513,CASH0513,Luxury Eats Coffee,2315 Cecil Ave,Baltimore,MD,21213,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3170195,-76.6017071,,,Yes
CASH0514,CASH0514,Charms Deli LLC,645 East Patapsco Ave,Baltimore,MD,21225,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2365,-76.6031,,,Yes
CASH0516,CASH0516,The Patty Shop,2801 W. Lafayette Ave,Baltimore,MD,21216,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2979603,-76.662989,,,Yes
CASH0523,CASH0523,Green's Carry Out,3200 Greenmount Ave,Baltimore,MD,21218,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3273706,-76.609552,,2026-01-14,No
CASH0525,CASH0525,6 Eleven Market,2335 E. Oliver St,Baltimore,MD,21213,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3077205,-76.5844221,,,Yes
CASH0526,CASH0526,Quick Mart Save,6751 Windsor Mill Rd,Baltimore,MD,21207,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3275266,-76.7362598,,,Yes
CASH0531,CASH0531,Mega Spot,7452 German Hill Rd,Dundalk,MD,21222,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.2802684,-76.509869,,,Yes
CASH0532,CASH0532,Mini Mart Deli,317 Solars Point Rd,Dundalk,MD,21222,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.2541,-76.5394,,,Yes
CASH0533,CASH0533,Avondale Mini Mart,505 Avondale Rd,Dundalk,MD,21222,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.2398717,-76.5070195,,,Yes
CASH0534,CASH0534,Mega Spot,7452 German Hill Rd,Dundalk,MD,21222,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.2802684,-76.509869,,,Yes
CASH0535,CASH0535,Dundalk Carryout Market,2021 Dundalk Ave,Dundalk,MD,21222,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.2669458,-76.5279202,,,Yes
CASH1700,CASH1700,Geresbecks,2109 Eastern Blvd,Baltimore,MD,21220,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3277067,-76.4407055,,2024-11-18,Yes
CASH3002,CASH3002,Linkwood market,3864 Ocean Gateway,Linkwood,MD,21835,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,38.5451293,-75.9478647,,2025-07-03,Yes
CASH3003,CASH3003,Exxon,324 Sunburst Hwy,Cambridge,MD,21613,200,Route 200 Driver,Eastern Shore Maryland,Cambridge,Mid Shore,38.5640555,-76.0654365,,2025-08-06,Yes
CASH3005,CASH3005,Polock Johnys,210 S Atlantic Ave,Ocean City,MD,21842,200,Route 200 Driver,Eastern Shore Maryland,Ocean City,Ocean City & Coastal,38.3996622,-75.0597041,,,Yes
CASH3008,CASH3008,21st Street,2100 Philadelphia Ave,Ocean City,MD,21842,200,Route 200 Driver,Eastern Shore Maryland,Ocean City,Ocean City & Coastal,38.3508,-75.07748,,,Yes
CASH3009,CASH3009,The Beach Place,1 S Baltimore Ave,Ocean City,MD,21842,200,Route 200 Driver,Eastern Shore Maryland,Ocean City,Ocean City & Coastal,38.3378045,-75.0828575,,,Yes
CASH3010,CASH3010,Seaside Deli,7207 Coastal Hwy,Ocean City,MD,21842,200,Route 200 Driver,Eastern Shore Maryland,Ocean City,Ocean City & Coastal,38.3937273,-75.0639322,,,Yes
CASH3013,CASH3013,MDP Distribution,2 Dorchester St,Ocean City,MD,21842,200,Route 200 Driver,Eastern Shore Maryland,Ocean City,Ocean City & Coastal,38.3284,-75.087,,2025-05-15,Yes
CASH3014,CASH3014,Polock Johnny's,210 S. Atlantic Ave,Ocean City,MD,21842,200,Route 200 Driver,Eastern Shore Maryland,Ocean City,Ocean City & Coastal,38.3996622,-75.0597041,,2025-05-08,Yes
CASH3015,CASH3015,OC Convenience,1201 Atlantic Ave.,Ocean City,MD,21842,200,Route 200 Driver,Eastern Shore Maryland,Ocean City,Ocean City & Coastal,38.341922,-75.079438,,2025-05-08,Yes
CASH3016,CASH3016,Village Market Beer and Wine,1816 Philadelphia Ave,Ocean City,MD,21842,200,Route 200 Driver,Eastern Shore Maryland,Ocean City,Ocean City & Coastal,38.3482875,-75.0790323,,2025-05-16,Yes
CASH3020,CASH3020,Exxon Friendship Food Mart,"10709 Grays Corner Rd,",Berlin,MD,21811-2821,200,Route 200 Driver,Eastern Shore Maryland,Berlin,Ocean City & Coastal,38.3451673,-75.1869051,,,Yes
CASH3028,CASH3028,H & P,3859 Elmley Ave,Baltimore,MD,21213,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3177292,-76.5637471,2026-03-04,2026-02-05,No
CASH3036,CASH3036,Royal Tobacco Deli and Grocery,5310 Edmonson Ave,Baltimore,MD,21229,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2826,-76.6821,,2026-01-28,No
FS000002,FS000002,Food Star Glebe Rd,206 W Glebe Rd,Alexandria,VA,22305,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,38.8366638,-77.0623106,,,Yes
GOW00773,GOW00773,GROCERY OUTLET 773,200 CLIFTON BLVD,WESTMINSTER,MD,21157,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.584564,-76.9870395,,,Yes
IND00001,IND00001,Accents Grill,Greenspring Shopping Cent,Baltimore,MD,21209,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,38.71337909068044,-76.53623375612794,,,Yes
IND00005,IND00005,Beit Yaakov Baltimore Sep,,Baltimore,MD,21208,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2908816,-76.610759,,,Yes
IND00007,IND00007,Ben Yehuda Pizza,1370 Lamberton Dr,Silver Spring,MD,20902,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.0401107,-77.0308842,,,Yes
IND00008,IND00008,Beth Tifloh,3300 Old Court Rd,Pikesville,MD,21208,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.385669,-76.705569,,,Yes
IND00018,IND00018,Chabad Baltimore,6702 Park Heights Ave,Baltimore,MD,21215,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3624219,-76.7005073,,,Yes
IND00020,IND00020,Charles E. Smith Cesjdes,11710 Hunters Lane,Rockville,MD,20852,200,Route 200 Driver,Montgomery County,Montgomery County,Montgomery County,39.0500606,-77.0996106,,,Yes
IND00022,IND00022,Cinco De Mayo Dos,1312 Eastern Ave,Baltimore,MD,21231,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2854454,-76.5985864,,,Yes
IND00023,IND00023,Cinco De Mayo Mercado,417 S Highland Ave,Baltimore,MD,21224,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2869828,-76.5687144,,,Yes
IND00024,IND00024,Cinco De Mayo Patasco,1490 W Patasco Ave,Baltimore,MD,21230,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.368715715332044,-77.20706691682429,,,Yes
IND00031,IND00031,Hillel College Park,7612 Mowatt Lane,College Park,MD,20740,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,38.98272,-76.9487461,,,Yes
IND00035,IND00035,Jh Grand Grounds Outpatie,601 N Caroline St,Baltimore,MD,21287,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2967379,-76.594587,,,Yes
IND00036,IND00036,Jh Grand Grounds Weinberg,601 N BroadwaySuite 401,Baltimore,MD,21287,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,38.69876461968531,-76.74336240604646,,,Yes
IND00037,IND00037,Kb Grill & Wok,6309 Reisterstown Rd,Pikesville,MD,21215,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.3633164,-76.7119006,,,Yes
IND00042,IND00042,Market Maven,1630 Reisterstown Rd,Pikesville,MD,21208,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.3789693,-76.7288117,,,Yes
IND00047,IND00047,Ohr Chadash Baltimore,5700 Park Heights Ave,Baltimore,MD,21215,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3536587,-76.6865549,,2026-01-12,No
IND00048,IND00048,Ohr Hamizrach,6813 Park Heights Ave,Baltimore,MD,21215,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3647,-76.7019,,2026-02-12,No
IND00049,IND00049,Pariser's Bakery,6711 Reisterstown Rd,Baltimore,MD,21215,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3588579,-76.7053436,,,Yes
IND00051,IND00051,Royal Restaurant,7002 Reisterstown Rd,Baltimore,MD,21215,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3621647,-76.7104273,,2025-08-13,Yes
IND00052,IND00052,Shalom Kosher,1361 Lamberton Dr,Silver Spring,MD,20902,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.0409305,-77.0321695,,2025-10-29,Yes
IND00054,IND00054,Sun Fresh Produce Market,806 Reisterstown Rd,Pikesville,MD,21208,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.3717107,-76.7208132,,,Yes
IND00055,IND00055,The Candy Store,7010 Reisterstown Rd,Pikesville,MD,21215,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.3630122,-76.7122379,,,Yes
IND00057,IND00057,Yaffa Catering,4311 Old Milford Mill Rd,Pikesville,MD,21208,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.362105,-76.7197609,,,Yes
ML000003,ML000003,Exxon Fairland,13400 Old Columbia Pike,Silver Spring,MD,20906,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.0768057,-76.9578744,,,Yes
ML000004,ML000004,Exxon Red Run,10375 Red Run Blvd,Owings Mills,MD,,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.4036513,-76.7888754,,,Yes
ML000006,ML000006,Exxon Veirs Mills,12245 Veirs Mill Rd,Silver Spring,MD,20906,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.0718286,-77.1090765,,,Yes
ML000007,ML000007,Sunoco Georgia,12321 Georgia Ave,Silver Spring,MD,,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.0593583,-77.0495455,,,Yes
MM000002,MM000002,Megamart Alexandria,8228 Richmond Hwy,Alexandria,VA,22309,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,38.7347758,-77.0982168,,,Yes
MM000004,MM000004,Megamart Baltimore,3400 Annapolis Rd,Baltimore,MD,21227,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2482728,-76.6401865,,2026-01-15,No
MM000005,MM000005,Megamart Chillum,2441 Chillum Rd,Hyattsville,MD,20782,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,38.959552568574054,-76.94053987995825,,,Yes
NG000001,NG000001,New Grand Mart Langley Pa,1535 University Blvd E,Hyattsville,MD,20783,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,38.94703673022289,-76.946862833599,,,Yes
SFW02347,SFW02347,SHOPPERS FOOD WHSE 2347,3441 Fort Meade Rd,Maryland City,MD,20724,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.0998803,-76.8136218,,2025-09-25,Yes
SL000001,SL000001,Save A Lot- Hagerstown,1161 Maryland Ave,Hagerstown,MD,21740,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.6220336,-77.735775,,2025-11-19,Yes
TGW00759,TGW00759,TARGET 0759,2460 PRINCE WILLIAM PKWY,WOODBRIDGE,VA,22192,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,38.6548568,-77.2891652,,,Yes
TGW01004,TGW01004,TARGET 1004,4600 MITCHELLVILLE ROAD,BOWIE,MD,20716,200,Route 200 Driver,Prince George's County,Prince George's County,Prince George's County,38.952365,-76.7226589,,,Yes
TGW01005,TGW01005,TARGET 1005,10301 NEW GUINEA ROAD,FAIRFAX,VA,22032,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,38.7983469,-77.3011313,,,Yes
TGW01006,TGW01006,TARGET 1006,10500 CAMPUS WAY S,UPPER MARLBORO,MD,20774,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,38.8961294,-76.8268174,,,Yes
TGW01009,TGW01009,TARGET 1009,46201 POTOMAC RUN PLZ,STERLING,VA,20164,200,Route 200 Driver,Northern Virginia,Loudoun County,Loudoun County,39.0257527,-77.4007709,,,Yes
TGW01046,TGW01046,TARGET 1046,20908 FREDERICK ROAD,GERMANTOWN,MD,20876,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.1985996,-77.2489521,,,Yes
TGW01341,TGW01341,TARGET 1341,13047 FAIR LAKES SHOPPING CTR,FAIRFAX,VA,22033,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,38.8551774,-77.3929339,,,Yes
TGW01533,TGW01533,TARGET 1533,6600 RICHMOND HWY,ALEXANDRIA,VA,22306,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,38.7756215,-77.0829194,,,Yes
TGW01873,TGW01873,TARGET 1873,13301 GATEWAY CENTER DRIVE,GAINESVILLE,VA,20155,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,38.7941688,-77.6068577,,,Yes
TGW01874,TGW01874,TARGET 1874,1200 EDWARDS FERRY ROAD,LEESBURG,VA,20176,200,Route 200 Driver,Northern Virginia,Loudoun County,Loudoun County,39.1157314,-77.5358409,,,Yes
TGW02007,TGW02007,TARGET 2007,10401 MARTIN LUTHER KING JR HWY,BOWIE,MD,20720,200,Route 200 Driver,Prince George's County,Prince George's County,Prince George's County,38.9536439,-76.8250546,,,Yes
TGW02017,TGW02017,TARGET 2017,4310 FORTUNA CENTER PLZ,DUMFRIES,VA,22025,200,Route 200 Driver,Northern Virginia,Prince William County,Prince William County,38.5978688,-77.3327033,,,Yes
TGW02272,TGW02272,TARGET 2272,45130 COLUMBIA PL,STERLING,VA,20166,200,Route 200 Driver,Northern Virginia,Loudoun County,Loudoun County,39.0093265,-77.4388449,,,Yes
TGW02323,TGW02323,TARGET 2323,9900 SOWDER VILLAGE SQUARE,MANASSAS,VA,20110,200,Route 200 Driver,Northern Virginia,Prince William County,Prince William County,38.7509,-77.4753,,,Yes
TGW02790,TGW02790,TARGET 2790,2905 DISTRICT AVENUE S,FAIRFAX,VA,22031,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,38.84985256857406,-77.30163987995824,,,Yes
WAW01674,WAW01674,WALMART 1674,17850 GARLAND GROH B,HAGERSTOWN,MD,21740,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.642061467228245,-77.72298858409427,,,Yes
WAW02290,WAW02290,WALMART 2290,9750 REISTERSTOWN ROAD A,OWINGS MILLS,MD,21117,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.42355256857405,-76.77583987995826,,,Yes
WAW02435,WAW02435,WALMART 2435,2399 North Point Blvd,Dundalk,MD,21222,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.2854206,-76.4984497,,,Yes
WAW02566,WAW02566,WALMART 2566,96 Patrick way,Charles town,WV,25414,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.3004222,-77.8274496,,2025-03-26,Yes
WAW03804,WAW03804,WALMART 3804,8730 LIBERTY ROAD,RANDALLSTOWN,MD,21133,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.3659816,-76.7815397,,,Yes
WAW05228,WAW05228,WALMART 5228,6405 DOBBIN ROAD,COLUMBIA,MD,21045,200,Route 200 Driver,Howard County,Howard County,Howard County,39.1903794,-76.8204133,,,Yes
WGW00115,WGW00115,WEGMANS 115,1835 CAPITAL ONE DRIVE SOUTH,TYSONS,VA,22102,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,38.9260581,-77.2101228,,,Yes
WGW00142,WGW00142,WEGMANS 142,150 STOVALL ST,ALEXANDRIA,VA,22314,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,38.8030542,-77.0725543,,,Yes
WGW00143,WGW00143,WEGMANS 143,41 RIDGE SQ NW,WASHINGTON,DC,20016,200,Route 200 Driver,Washington DC,Washington DC,Washington DC,38.9407445,-77.0772853,,,Yes
WMW00044,WMW00044,WEIS MARKETS 044,8115 Richie Hwy,Pasadena,MD,21122,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.107561467228244,-76.57438858409427,,,Yes
WMW00238,WMW00238,WEIS MARKETS 238,400 ENTERPRISE CIR,MARTINSBURG,WV,25405,200,Route 200 Driver,Eastern Panhandle WV,Martinsburg,Martinsburg,39.4449922,-77.9903268,,2025-03-28,Yes
WMW00279,WMW00279,WEIS MARKETS 279,750 PRINCE FREDERICK BLVD PRINCE,FREDERICK,MD,20678-3141,200,Route 200 Driver,Frederick County,Frederick County,Frederick County,38.5530153,-76.5971227,,2025-03-25,Yes
WMW00084,WMW00084,Weis Market 084,7200 HOLABIRD AVE,DUNDALK,MD,21222,204,Route 204 Driver,Baltimore County,Baltimore County,Baltimore County,39.2733619,-76.5169318,2026-02-25,2026-02-25,No
CASH0517,CASH0517,Carrol Fuel Edmonson,2801 Edmondson Ave,Baltimore,MD,21223,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.2945727,-76.6631192,2026-02-24,2026-02-02,No
HF000002,HF000002,Harvest Fare Store 2,5708 Wabash Avenue,Baltimore,MD,21215,203,Route 203 Driver,Baltimore City,Baltimore City,Baltimore City,39.3445225,-76.6956206,2026-02-24,2026-02-17,No
CASH0447,CASH0447,Countryside Market,27215 Nanticoke Rd,Salisbury,MD,21801,206,Route 206 Driver,Eastern Shore Maryland,Salisbury,Lower Shore,38.37082069734976,-75.60584759530016,2024-09-23,,Yes
CASH0451,CASH0451,Montego Bay Superthrift,12903 Coastal Hwy,Ocean City,MD,21842-4718,206,Route 206 Driver,Eastern Shore Maryland,Ocean City,Ocean City & Coastal,38.33676146722824,-75.08788858409427,2025-02-03,,Yes
